age,workclass,education,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income
18-21,Private,Some-college,Never-married,Sales,Own-child,White,Female,15,United-States,LessThan50K
18-21,Private,10th,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,LessThan50K
18-21,Self-emp-not-inc,Some-college,Never-married,Other-service,Own-child,White,Female,25,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,18-21,United-States,LessThan50K
18-21,Private,10th,Never-married,Farming-fishing,Own-child,White,Male,25,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,25,United-States,LessThan50K
18-21,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Female,25,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,52,United-States,LessThan50K
18-21,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,15,United-States,LesshTan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,LessThan0K
18-21,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,50,United-States,LessThan50K
18-21,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Female,25,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,60,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,15,United-States,LessThan50K
18-21,Federal-gov,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,18-21,England,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Own-child,White,Female,18-21,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Female,30,United-States,LessThan50K
18-21,?,HS-grad,Never-married,?,Own-child,White,Male,30,United-States,LessThan50K
18-21,?,12th,Never-married,?,Own-child,White,Male,28,United-States,LessThan50K
18-21,Private,11th,Never-married,Transport-moving,Own-child,White,Male,18-21,United-States,LessThan50K
18-21,Private,11th,Never-married,Priv-house-serv,Not-in-family,White,Female,35,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,18-21,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,13,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,35,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,45,United-States,LessThan50K
18-21,?,HS-grad,Never-married,?,Own-child,Black,Female,24,United-States,LessThan50K
18-21,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,LessThan50K
18-21,Private,12th,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Own-child,Black,Female,18-21,United-States,LessThan50K
18-21,Self-emp-not-inc,Some-college,Never-married,Transport-moving,Own-child,White,Male,30,United-States,LessThan5i0K
18-21,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,35,United-States,LessThan50K
18-21,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Own-child,White,Male,55,United-States,LessThan50K
18-21,Private,11th,Never-married,Sales,Own-child,White,Male,18-21,?,LessThan5K0
18-21,?,HS-grad,Never-married,?,Unmarried,Black,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,25,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,15,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40,United-States,LessThan50K
18-21,Private,11th,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,18-21,Philippines,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Own-child,White,Female,18-21,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,50,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Other-relative,White,Female,18-21,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Female,35,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,16,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,14,United-States,eLssThan50K
18-21,Private,Some-college,Never-married,Exec-managerial,Own-child,Black,Male,30,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Other-relative,Black,Male,40,United-States,LessThan50K
18-21,?,11th,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,40,Laos,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
18-21,Self-emp-not-inc,Some-college,Never-married,Other-service,Own-child,White,Female,40,Mexico,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,18-21,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Male,40,United-States,LessThjan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,25,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,45,United-States,LessThan50K
18-21,Private,12th,Never-married,Handlers-cleaners,Own-child,Black,Female,52,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,28,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,24,United-States,LessThan50K***
18-21,Self-emp-not-inc,9th,Never-married,Prof-specialty,Not-in-family,White,Male,35,Mexico,LessThan50K
18-21,Private,HS-grad,Separated,Adm-clerical,Own-child,White,Female,30,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Female,18-21,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Other-relative,White,Female,15,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Farming-fishing,Own-child,Black,Male,30,United-States,LessThan50K
18-21,State-gov,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,15,Japan,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,30,Nicaragua,LessThan50K
18-21,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,10,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,42,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,12,United-States,LessTha5n0K
18-21,Private,Some-college,Never-married,Sales,Own-child,White,Female,25,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,15,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,45,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,Own-child,White,Male,35,United-States,LessThan50K
18-21,Private,Assoc-voc,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,35,United-States,LessThan50K
18-21,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,99,United-States,LessThan50K
18-21,Private,11th,Never-married,Other-service,Own-child,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Own-child,White,Female,25,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,25,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Male,25,United-States,LessTha5n0K
18-21,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,25,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,18-21,United-States,essThan50K
18-21,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,40,El-Salvador,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Female,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Other-relative,Black,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,Own-child,White,Female,25,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Own-child,White,Female,25,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,35,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Own-child,White,Male,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Not-in-family,White,Female,24,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Not-in-family,White,Female,32,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Self-emp-inc,Some-college,Never-married,Farming-fishing,Own-child,White,Male,60,United-States,LesThan50K
18-21,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,30,United-States,LessThan50K
18-21,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Other-relative,Black,Male,35,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,18-21,United-States,LessThan50K
18-21,Private,12th,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
18-21,Private,12th,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,LessTha50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,18-21,United-States,LessThan05K
18-21,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Male,35,United-States,essThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,4,United-States,LessThan50K
18-21,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Female,18-21,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Private,12th,Never-married,Other-service,Own-child,White,Male,40,El-Salvador,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Own-child,White,Male,25,United-States,LessThan50K
18-21,Private,12th,Never-married,Adm-clerical,Own-child,White,Female,25,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,Own-child,White,Female,12,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,15,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,15,United-States,LessmThan50K
18-21,Private,11th,Never-married,Farming-fishing,Own-child,White,Male,24,United-States,LessTfhan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,60,United-States,LessTan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,LessThan50K
18-21,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,Male,50,United-States,tLessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,LessThan50K
18-21,?,HS-grad,Never-married,?,Not-in-family,White,Female,16,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,25,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,Unmarried,Black,Female,18-21,United-States,LessThan50K
18-21,Private,11th,Never-married,Craft-repair,Other-relative,White,Male,25,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,18-21,United-States,LessThan50K
18-21,Private,12th,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,Own-child,White,Male,18-21,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LesTshan50K
18-21,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40,United-States,LessThan50K
