tid,attribute,correct_val
260,inspectiondate,03/12/2010
260,inspectiontype,canvass
260,results,pass
260,latitude,41.90287407
260,longitude,-87.69050019
261,inspectionid,58371
261,dbaname,the boundary
261,akaname,the boundary
261,license,1800782
261,facilitytype,restaurant
261,risk,risk 1 (high)
261,address,1932 w division st 
261,city,chicago
261,state,il
261,zip,60622
261,inspectiondate,03/12/2010
261,inspectiontype,complaint
261,results,pass
261,latitude,41.90331826
261,longitude,-87.67618208
262,inspectionid,58372
262,dbaname,la condesa
262,akaname,la condesa
262,license,37002
262,facilitytype,restaurant
262,risk,risk 1 (high)
262,address,1003 n ashland ave 
262,city,chicago
262,state,il
262,zip,60622
262,inspectiondate,03/15/2010
262,inspectiontype,canvass
262,results,pass w/ conditions
262,latitude,41.89981866
262,longitude,-87.66724858
263,inspectionid,58373
263,dbaname,the worm hole
263,akaname,the worm hole
263,license,2021937
263,facilitytype,restaurant
263,risk,risk 2 (medium)
263,address,1462 n milwaukee ave 
263,city,chicago
263,state,il
263,zip,60622
263,inspectiondate,03/15/2010
263,inspectiontype,license
263,results,fail
263,latitude,41.90837835
263,longitude,-87.67456921
264,inspectionid,58374
264,dbaname,greek corner restaurant cafe
264,akaname,greek corner restaurant cafe
264,license,48704
264,facilitytype,restaurant
264,risk,risk 1 (high)
264,address,958 n damen ave 
264,city,chicago
264,state,il
264,zip,60622
264,inspectiondate,03/15/2010
264,inspectiontype,canvass
264,results,pass
264,latitude,41.8995039
264,longitude,-87.67730119
265,inspectionid,58375
265,dbaname,el taco veloz taqueria
265,akaname,el taco veloz taqueria
265,license,45693
265,facilitytype,restaurant
265,risk,risk 1 (high)
265,address,1745 w chicago ave 
265,city,chicago
265,state,il
265,zip,60622
265,inspectiondate,03/15/2010
265,inspectiontype,complaint re-inspection
265,results,pass
265,latitude,41.89589266
265,longitude,-87.67156245
266,inspectionid,58376
266,dbaname,cabalo inc.
266,akaname,cabalo inc.
266,license,1981089
266,facilitytype,restaurant
266,risk,risk 1 (high)
266,address,2700 w chicago ave 
266,city,chicago
266,state,il
266,zip,60622
266,inspectiondate,03/15/2010
266,inspectiontype,canvass
266,results,pass
266,latitude,41.89577762
266,longitude,-87.69430044
267,inspectionid,58377
267,dbaname,monets food mart
267,akaname,monets food mart
267,license,1969573
267,facilitytype,grocery store
267,risk,risk 3 (low)
267,address,2145 w division st 
267,city,chicago
267,state,il
267,zip,60622
267,inspectiondate,03/16/2010
267,inspectiontype,short form complaint
267,results,pass
267,latitude,41.90300728
267,longitude,-87.68148463
268,inspectionid,58378
268,dbaname,a tavola
268,akaname,a tavola
268,license,45044
268,facilitytype,restaurant
268,risk,risk 1 (high)
268,address,2148 w chicago ave 
268,city,chicago
268,state,il
268,zip,60622
268,inspectiondate,03/16/2010
268,inspectiontype,canvass
268,results,pass
268,latitude,41.89594582
268,longitude,-87.68145004
269,inspectionid,58379
269,dbaname,tuman's
269,akaname,tuman's
269,license,1273473
269,facilitytype,restaurant
269,risk,risk 1 (high)
269,address,2159 w chicago ave 
269,city,chicago
269,state,il
269,zip,60622
269,inspectiondate,03/16/2010
269,inspectiontype,canvass
269,results,pass
269,latitude,41.89571957
269,longitude,-87.68182312
270,inspectionid,58380
270,dbaname,erie community center
270,akaname,erie community center
270,license,42649
270,facilitytype,daycare (2 - 6 years)
270,risk,risk 1 (high)
270,address,1701 w superior st 
270,city,chicago
270,state,il
270,zip,60622
270,inspectiondate,03/16/2010
270,inspectiontype,canvass
270,results,pass
270,latitude,41.89500555
270,longitude,-87.66981323
271,inspectionid,58381
271,dbaname,a & w dollar plus
271,akaname,a & w dollar plus
271,license,2021850
271,facilitytype,grocery store
271,risk,risk 3 (low)
271,address,1001 n western ave 
271,city,chicago
271,state,il
271,zip,60622
271,inspectiondate,03/16/2010
271,inspectiontype,license
271,results,fail
271,latitude,41.89942766
271,longitude,-87.68679101
272,inspectionid,58382
272,dbaname,dee's place
272,akaname,dee's place
272,license,2026277
272,facilitytype,restaurant
272,risk,risk 1 (high)
272,address,2114 w division st 
272,city,chicago
272,state,il
272,zip,60622
272,inspectiondate,03/22/2010
272,inspectiontype,license
272,results,fail
272,latitude,41.90324576
272,longitude,-87.68035526
273,inspectionid,58383
273,dbaname,bricks on the run
273,akaname,bricks on the run
273,license,2022226
273,facilitytype,restaurant
273,risk,risk 1 (high)
273,address,1940 n elston ave 
273,city,chicago
273,state,il
273,zip,60642
273,inspectiondate,03/22/2010
273,inspectiontype,license
273,results,fail
273,latitude,41.91742776
273,longitude,-87.66730597
274,inspectionid,58384
274,dbaname,western round up
274,akaname,western round up
274,license,59381
274,facilitytype,
274,risk,risk 1 (high)
274,address,949 n western ave 
274,city,chicago
274,state,il
274,zip,60622
274,inspectiondate,03/22/2010
274,inspectiontype,short form complaint
274,results,pass
274,latitude,41.89902107
274,longitude,-87.68677928
275,inspectionid,58385
275,dbaname,social club
275,akaname,social club
275,license,2082871
275,facilitytype,
275,risk,
275,address,1105 n california ave 
275,city,chicago
275,state,il
275,zip,60622
275,inspectiondate,03/22/2010
275,inspectiontype,short form complaint
275,results,pass
275,latitude,41.901286
275,longitude,-87.69669243
276,inspectionid,58386
276,dbaname,lush wine & spirits
276,akaname,lush wine & spirits
276,license,2014305
276,facilitytype,restaurant
276,risk,risk 2 (medium)
276,address,1412 w chicago ave 
276,city,chicago
276,state,il
276,zip,60642
276,inspectiondate,03/23/2010
276,inspectiontype,license
276,results,pass
276,latitude,41.89625011
276,longitude,-87.66295411
277,inspectionid,58387
277,dbaname,blue coral contemporary sushi
277,akaname,blue coral contemporary sushi
277,license,2008548
277,facilitytype,restaurant
277,risk,risk 3 (low)
277,address,1265 n milwaukee ave 
277,city,chicago
277,state,il
277,zip,60622
277,inspectiondate,03/23/2010
277,inspectiontype,license
277,results,fail
277,latitude,41.90485662
277,longitude,-87.6685902
278,inspectionid,58388
278,dbaname,blue coral contemporary sushi and  lounge
278,akaname,blue coral contemporary sushi and  lounge
278,license,2008547
278,facilitytype,restaurant
278,risk,risk 1 (high)
278,address,1265 n milwaukee ave 
278,city,chicago
278,state,il
278,zip,60622
278,inspectiondate,03/23/2010
278,inspectiontype,license
278,results,fail
278,latitude,41.90485662
278,longitude,-87.6685902
279,inspectionid,58389
279,dbaname,blu coral
279,akaname,blu coral
279,license,1738752
279,facilitytype,restaurant
279,risk,risk 1 (high)
279,address,1265 n milwaukee ave 
279,city,chicago
279,state,il
279,zip,60622
279,inspectiondate,03/23/2010
279,inspectiontype,canvass
279,results,fail
279,latitude,41.90485662
279,longitude,-87.6685902
280,inspectionid,58390
280,dbaname,sweet cakes
280,akaname,sweet cakes
280,license,2026447
280,facilitytype,bakery
280,risk,risk 2 (medium)
280,address,901 n damen ave 
280,city,chicago
280,state,il
280,zip,60622
280,inspectiondate,03/24/2010
280,inspectiontype,license
280,results,fail
280,latitude,41.89777928
280,longitude,-87.67695887
281,inspectionid,58391
281,dbaname,the rookery
281,akaname,the rookery
281,license,1869443
281,facilitytype,restaurant
281,risk,risk 1 (high)
281,address,2109 w chicago ave 
281,city,chicago
281,state,il
281,zip,60622
281,inspectiondate,03/24/2010
281,inspectiontype,complaint re-inspection
281,results,pass
281,latitude,41.89575174
281,longitude,-87.67992373
282,inspectionid,58392
282,dbaname,francesca's forno
282,akaname,francesca's forno
282,license,1477723
282,facilitytype,restaurant
282,risk,risk 1 (high)
282,address,1576 n milwaukee ave 
282,city,chicago
282,state,il
282,zip,60622
282,inspectiondate,03/24/2010
282,inspectiontype,suspected food poisoning
282,results,fail
282,latitude,41.91005984
282,longitude,-87.67719123
283,inspectionid,58393
283,dbaname,mercury cafe inc
283,akaname,mercury cafe inc
283,license,1596189
283,facilitytype,
283,risk,risk 2 (medium)
283,address,1505 w chicago ave 
283,city,chicago
283,state,il
283,zip,60622
283,inspectiondate,03/24/2010
283,inspectiontype,out of business
283,results,pass
283,latitude,41.89599809
283,longitude,-87.66510906
284,inspectionid,58394
284,dbaname,peabody
284,akaname,peabody
284,license,24861
284,facilitytype,school
284,risk,risk 1 (high)
284,address,1444 w augusta blvd 
284,city,chicago
284,state,il
284,zip,60622
284,inspectiondate,03/25/2010
284,inspectiontype,canvass
284,results,pass
284,latitude,41.89986912
284,longitude,-87.66419014
285,inspectionid,58395
285,dbaname,hickory's bbq salads and more...
285,akaname,hickory's bbq salads and more...
285,license,1517090
285,facilitytype,restaurant
285,risk,risk 1 (high)
285,address,1234 n halsted st 
285,city,chicago
285,state,il
285,zip,60642
285,inspectiondate,03/25/2010
285,inspectiontype,complaint
285,results,pass w/ conditions
285,latitude,41.90450211
285,longitude,-87.64826687
286,inspectionid,58396
286,dbaname,dee's place
286,akaname,dee's place
286,license,2026277
286,facilitytype,restaurant
286,risk,risk 1 (high)
286,address,2114 w division st 
286,city,chicago
286,state,il
286,zip,60622
286,inspectiondate,03/25/2010
286,inspectiontype,license re-inspection
286,results,fail
286,latitude,41.90324576
286,longitude,-87.68035526
287,inspectionid,58397
287,dbaname,republic
287,akaname,republic
287,license,55715
287,facilitytype,liquor
287,risk,risk 3 (low)
287,address,901 w weed st 
287,city,chicago
287,state,il
287,zip,60642
287,inspectiondate,03/25/2010
287,inspectiontype,canvass re-inspection
287,results,pass
287,latitude,41.90970258
287,longitude,-87.6511788
288,inspectionid,58398
288,dbaname,uncle mike's place
288,akaname,uncle mike's place
288,license,39365
288,facilitytype,restaurant
288,risk,risk 1 (high)
288,address,1700 w grand ave 
288,city,chicago
288,state,il
288,zip,60622
288,inspectiondate,03/26/2010
288,inspectiontype,canvass
288,results,pass
288,latitude,41.89105286
288,longitude,-87.66962354
289,inspectionid,58399
289,dbaname,flash taco -n- underdogg
289,akaname,flash taco -n- underdogg
289,license,1947473
289,facilitytype,restaurant
289,risk,risk 1 (high)
289,address,1570-1/2 n damen ave 
289,city,chicago
289,state,il
289,zip,60622
289,inspectiondate,03/26/2010
289,inspectiontype,complaint
289,results,pass
289,latitude,41.91027897
289,longitude,-87.67761701
290,inspectionid,58400
290,dbaname,sigara hookah cafe/lounge
290,akaname,sigara hookah cafe/lounge
290,license,1380574
290,facilitytype,
290,risk,risk 3 (low)
290,address,2013 w division st 
290,city,chicago
290,state,il
290,zip,60622
290,inspectiondate,03/26/2010
290,inspectiontype,out of business
290,results,pass
290,latitude,41.90307109
290,longitude,-87.67783097
291,inspectionid,58401
291,dbaname,sabor saveur
291,akaname,sabor saveur
291,license,1998853
291,facilitytype,restaurant
291,risk,risk 1 (high)
291,address,2013 w division st 
291,city,chicago
291,state,il
291,zip,60622
291,inspectiondate,03/26/2010
291,inspectiontype,canvass
291,results,pass
291,latitude,41.90307109
291,longitude,-87.67783097
292,inspectionid,58402
292,dbaname,dee's place
292,akaname,dee's place
292,license,2026277
292,facilitytype,restaurant
292,risk,risk 1 (high)
292,address,2114 w division st 
292,city,chicago
292,state,il
292,zip,60622
292,inspectiondate,03/26/2010
292,inspectiontype,license re-inspection
292,results,pass
292,latitude,41.90324576
292,longitude,-87.68035526
293,inspectionid,58403
293,dbaname,knockbox cafe
293,akaname,knockbox cafe
293,license,1985711
293,facilitytype,restaurant
293,risk,risk 2 (medium)
293,address,1001 n california ave 
293,city,chicago
293,state,il
293,zip,60622
293,inspectiondate,03/29/2010
293,inspectiontype,canvass
293,results,pass
293,latitude,41.89933092
293,longitude,-87.69664492
294,inspectionid,58404
294,dbaname,lorraine's diner inc
294,akaname,lorraine's diner inc
294,license,1243583
294,facilitytype,restaurant
294,risk,risk 1 (high)
294,address,1959 w chicago ave 
294,city,chicago
294,state,il
294,zip,60622
294,inspectiondate,03/29/2010
294,inspectiontype,complaint
294,results,fail
294,latitude,41.89580311
294,longitude,-87.67698748
295,inspectionid,58405
295,dbaname,social club
295,akaname,social club
295,license,2082871
295,facilitytype,
295,risk,
295,address,1105 n california ave 
295,city,chicago
295,state,il
295,zip,60622
295,inspectiondate,03/29/2010
295,inspectiontype,short form complaint
295,results,pass
295,latitude,41.901286
295,longitude,-87.69669243
296,inspectionid,58406
296,dbaname,subway
296,akaname,subway
296,license,1677083
296,facilitytype,restaurant
296,risk,risk 1 (high)
296,address,1958 w chicago ave 
296,city,chicago
296,state,il
296,zip,60622
296,inspectiondate,03/30/2010
296,inspectiontype,canvass
296,results,pass w/ conditions
296,latitude,41.89602257
296,longitude,-87.67699522
297,inspectionid,58407
297,dbaname,five star bar & grill
297,akaname,five star bar & grill
297,license,1621501
297,facilitytype,restaurant
297,risk,risk 1 (high)
297,address,1424 w chicago ave 
297,city,chicago
297,state,il
297,zip,60642
297,inspectiondate,03/30/2010
297,inspectiontype,no entry
297,results,pass
297,latitude,41.89624197
297,longitude,-87.66344068
298,inspectionid,58408
298,dbaname,dona natys tacos
298,akaname,dona natys tacos
298,license,1676986
298,facilitytype,restaurant
298,risk,risk 1 (high)
298,address,1815 w chicago ave 
298,city,chicago
298,state,il
298,zip,60622
298,inspectiondate,03/30/2010
298,inspectiontype,canvass
298,results,pass
298,latitude,41.89587067
298,longitude,-87.67282139
299,inspectionid,58409
299,dbaname,adobo grill
299,akaname,adobo grill
299,license,1193450
299,facilitytype,restaurant
299,risk,risk 1 (high)
299,address,2005-2007 w division st 
299,city,chicago
299,state,il
299,zip,60622
299,inspectiondate,03/31/2010
299,inspectiontype,canvass
299,results,fail
299,latitude,41.90307675
299,longitude,-87.67752782
300,inspectionid,58410
300,dbaname,blu coral
300,akaname,blu coral
300,license,1738752
300,facilitytype,restaurant
300,risk,risk 1 (high)
300,address,1265 n milwaukee ave 
300,city,chicago
300,state,il
300,zip,60622
300,inspectiondate,03/31/2010
300,inspectiontype,canvass re-inspection
300,results,pass w/ conditions
300,latitude,41.90485662
300,longitude,-87.6685902
301,inspectionid,58411
301,dbaname,blue coral contemporary sushi and  lounge
301,akaname,blue coral contemporary sushi and  lounge
301,license,2008547
301,facilitytype,restaurant
301,risk,risk 1 (high)
301,address,1265 n milwaukee ave 
301,city,chicago
301,state,il
301,zip,60622
301,inspectiondate,03/31/2010
301,inspectiontype,license re-inspection
301,results,fail
301,latitude,41.90485662
301,longitude,-87.6685902
302,inspectionid,58412
302,dbaname,blue coral contemporary sushi
302,akaname,blue coral contemporary sushi
302,license,2008548
302,facilitytype,restaurant
302,risk,risk 3 (low)
302,address,1265 n milwaukee ave 
302,city,chicago
302,state,il
302,zip,60622
302,inspectiondate,03/31/2010
302,inspectiontype,license re-inspection
302,results,pass
302,latitude,41.90485662
302,longitude,-87.6685902
303,inspectionid,58413
303,dbaname,a & w dollar plus
303,akaname,a & w dollar plus
303,license,2021850
303,facilitytype,grocery store
303,risk,risk 3 (low)
303,address,1001 n western ave 
303,city,chicago
303,state,il
303,zip,60622
303,inspectiondate,04/01/2010
303,inspectiontype,license re-inspection
303,results,fail
303,latitude,41.89942766
303,longitude,-87.68679101
304,inspectionid,58414
